,0,1,2,3,4,5,6,7,8,9,10
175,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:22.779Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
176,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:23.783Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
177,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:24.787Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
178,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:25.791Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
179,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:26.795Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
180,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:27.799Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
181,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:28.803Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
182,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:29.807Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
183,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:30.811Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
184,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:31.815Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
185,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:32.819Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
186,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:33.823Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
187,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:34.827Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
188,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:36.834Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
189,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:37.838Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
190,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:38.843Z,22.671720794255904,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
191,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:39.847Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
192,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:40.851Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
193,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:41.855Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
194,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:42.859Z,10.54819121358636,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
195,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:43.863Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
196,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:44.867Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
197,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:03.071Z,0.633881603085335,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
198,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:06.101Z,0.5833343938267663,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
199,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:07.107Z,0.6470401403382418,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
200,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:08.114Z,0.7397593765370889,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
201,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:10.134Z,0.8064665296244062,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
202,,,11,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:12.162Z,0,power,power_consumption,sensor,host_sensors-power-api-hwpc-1
203,#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
204,#group,false,false,true,true,false,false,false,false,false,true
205,#default,_result,,,,,,,,,
206,,result,table,_start,_stop,_time,_value,_field,_measurement,sensor,target
207,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:55.67Z,28.696670756214637,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
208,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:56.674Z,30.5174599147534,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
209,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:57.678Z,31.393254909760774,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
210,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:58.682Z,46.79009658788682,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
211,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:59.686Z,59.19416147268907,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
212,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:00.69Z,37.57620399514433,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
213,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:01.694Z,50.846082176564984,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
214,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:02.698Z,35.74173472431379,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
215,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:03.702Z,34.890819963070754,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
216,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:04.706Z,35.92390570892084,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
217,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:05.71Z,45.607966241305014,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
218,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:06.714Z,44.99004780966205,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
219,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:07.718Z,0,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
220,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:08.722Z,46.93638924902144,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
221,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:09.726Z,41.74019786193442,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
222,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:10.73Z,35.79169570143967,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
223,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:11.734Z,41.86508870357466,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
224,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:13.743Z,38.47681081459788,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
225,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:14.747Z,36.096746675149994,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
226,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:15.751Z,21.00423337556371,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
227,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:16.754Z,31.13876081464552,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
228,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:17.759Z,41.64019295238947,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
229,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:18.763Z,43.25774879702265,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
230,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:19.767Z,0,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
231,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:20.771Z,44.00022440251366,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
232,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:21.775Z,43.51777441006617,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
233,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:22.779Z,32.70404648197657,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
234,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:23.783Z,43.539172689054666,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
235,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:24.787Z,43.089104329426185,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
236,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:25.791Z,34.67072126851546,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
237,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:26.795Z,30.836728651219723,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
238,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:27.799Z,31.654682292875684,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
239,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:28.803Z,42.13568353401659,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
240,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:29.807Z,32.047233561450966,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
241,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:30.811Z,41.405507109495346,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
242,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:31.815Z,39.63119339123626,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
243,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:32.819Z,40.1050045009132,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
244,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:33.823Z,40.41253139897642,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
245,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:34.827Z,41.762142433671315,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
246,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:36.834Z,41.140223059665246,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
247,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:37.838Z,30.436871760055148,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
248,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:38.843Z,0,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
249,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:39.847Z,30.86634863047843,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
250,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:40.851Z,38.903363495902255,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
251,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:41.855Z,29.46943914147654,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
252,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:42.859Z,0,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
253,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:43.863Z,20.64244220873398,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
254,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:44.867Z,30.636195494595626,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
255,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:03.071Z,0.15461906290373587,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
256,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:06.101Z,0.03873086737370944,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
257,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:07.107Z,0,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
258,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:08.114Z,0.43287109260643997,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
259,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:10.134Z,0.4505140649772115,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
260,,,12,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:12.162Z,2.456594398449641,power,power_consumption,sensor,host_sensors-power-api-smartwatts-1
261,#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
262,#group,false,false,true,true,false,false,false,false,false,true
263,#default,_result,,,,,,,,,
264,,result,table,_start,_stop,_time,_value,_field,_measurement,sensor,target
265,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:55.67Z,0.5254495541668753,power,power_consumption,sensor,influx
266,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:56.674Z,0.5766120734108685,power,power_consumption,sensor,influx
267,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:57.678Z,1.8236882085215185,power,power_consumption,sensor,influx
268,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:58.682Z,1.2856536772418425,power,power_consumption,sensor,influx
269,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:59.686Z,0.08808578057501873,power,power_consumption,sensor,influx
270,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:00.69Z,0.050183894071993494,power,power_consumption,sensor,influx
271,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:01.694Z,0.0520878457196209,power,power_consumption,sensor,influx
272,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:02.698Z,0.04599395160387906,power,power_consumption,sensor,influx
273,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:03.702Z,0.06744307330039817,power,power_consumption,sensor,influx
274,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:04.706Z,0.06512107634224701,power,power_consumption,sensor,influx
275,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:05.71Z,0.043029571011671625,power,power_consumption,sensor,influx
276,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:06.714Z,0.06963240785923172,power,power_consumption,sensor,influx
277,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:07.718Z,9.078733767774516,power,power_consumption,sensor,influx
278,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:08.722Z,0.06633182492039752,power,power_consumption,sensor,influx
279,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:09.726Z,0.15778687997455676,power,power_consumption,sensor,influx
280,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:10.73Z,0.08432911674346091,power,power_consumption,sensor,influx
281,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:11.734Z,0.0832340095250568,power,power_consumption,sensor,influx
282,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:13.743Z,0.4433004558287737,power,power_consumption,sensor,influx
283,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:14.747Z,0.06107460608020853,power,power_consumption,sensor,influx
284,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:15.751Z,0.07124727074287109,power,power_consumption,sensor,influx
285,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:16.754Z,0.06843171437954002,power,power_consumption,sensor,influx
286,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:17.759Z,44.46928233632291,power,power_consumption,sensor,influx
287,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:18.763Z,1.512889625631547,power,power_consumption,sensor,influx
288,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:19.767Z,7.00556397027471,power,power_consumption,sensor,influx
289,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:20.771Z,0.021193255021125703,power,power_consumption,sensor,influx
290,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:21.775Z,0.020943734684622725,power,power_consumption,sensor,influx
291,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:22.779Z,0.15826397751141488,power,power_consumption,sensor,influx
292,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:23.783Z,2.223476186920954,power,power_consumption,sensor,influx
293,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:24.787Z,1.747983857407149,power,power_consumption,sensor,influx
294,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:25.791Z,0.06800975486743131,power,power_consumption,sensor,influx
295,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:26.795Z,0.8001505337117002,power,power_consumption,sensor,influx
296,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:27.799Z,0.900042206748825,power,power_consumption,sensor,influx
297,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:28.803Z,0.028948692043062017,power,power_consumption,sensor,influx
298,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:29.807Z,2.4186061430074313,power,power_consumption,sensor,influx
299,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:30.811Z,1.7737373078792813,power,power_consumption,sensor,influx
300,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:31.815Z,2.911525379551403,power,power_consumption,sensor,influx
301,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:32.819Z,1.8444007181699054,power,power_consumption,sensor,influx
302,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:33.823Z,1.677237255813658,power,power_consumption,sensor,influx
303,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:34.827Z,1.7082739192317447,power,power_consumption,sensor,influx
304,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:36.834Z,2.82570919969768,power,power_consumption,sensor,influx
305,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:37.838Z,2.1022274179485927,power,power_consumption,sensor,influx
306,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:38.843Z,1.894664264843011,power,power_consumption,sensor,influx
307,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:39.847Z,2.5376901963773872,power,power_consumption,sensor,influx
308,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:40.851Z,3.0381311907862063,power,power_consumption,sensor,influx
309,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:41.855Z,3.653435211977348,power,power_consumption,sensor,influx
310,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:42.859Z,1.0175276507903361,power,power_consumption,sensor,influx
311,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:43.863Z,2.643337071347041,power,power_consumption,sensor,influx
312,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:44.867Z,6.5100960260255745,power,power_consumption,sensor,influx
313,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:03.071Z,0.6502976558892153,power,power_consumption,sensor,influx
314,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:06.101Z,0.01316739006963235,power,power_consumption,sensor,influx
315,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:07.107Z,0.0030594078824410175,power,power_consumption,sensor,influx
316,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:08.114Z,0.014728332281864128,power,power_consumption,sensor,influx
317,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:10.134Z,0.054027106581842975,power,power_consumption,sensor,influx
