,0,1,2,3,4,5,6,7,8,9,10
318,,,13,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:12.162Z,0.31228857423651074,power,power_consumption,sensor,influx
319,#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
320,#group,false,false,true,true,false,false,false,false,false,true
321,#default,_result,,,,,,,,,
322,,result,table,_start,_stop,_time,_value,_field,_measurement,sensor,target
323,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:55.67Z,5.474071388943873,power,power_consumption,sensor,mongo
324,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:56.674Z,6.152080428967398,power,power_consumption,sensor,mongo
325,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:57.678Z,5.757676136492861,power,power_consumption,sensor,mongo
326,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:58.682Z,5.222301571617173,power,power_consumption,sensor,mongo
327,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:59.686Z,3.8928097664718537,power,power_consumption,sensor,mongo
328,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:00.69Z,5.808233070830346,power,power_consumption,sensor,mongo
329,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:01.694Z,4.31841205323602,power,power_consumption,sensor,mongo
330,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:02.698Z,4.783787070069768,power,power_consumption,sensor,mongo
331,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:03.702Z,4.573307200948101,power,power_consumption,sensor,mongo
332,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:04.706Z,5.21530891350031,power,power_consumption,sensor,mongo
333,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:05.71Z,3.8100010107757374,power,power_consumption,sensor,mongo
334,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:06.714Z,4.306501147228316,power,power_consumption,sensor,mongo
335,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:07.718Z,6.923084383876738,power,power_consumption,sensor,mongo
336,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:08.722Z,4.199015907209456,power,power_consumption,sensor,mongo
337,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:09.726Z,3.7030982944814057,power,power_consumption,sensor,mongo
338,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:10.73Z,4.612686890300867,power,power_consumption,sensor,mongo
339,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:11.734Z,3.9810362623546114,power,power_consumption,sensor,mongo
340,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:13.743Z,4.885411449373079,power,power_consumption,sensor,mongo
341,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:14.747Z,6.539873536203691,power,power_consumption,sensor,mongo
342,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:15.751Z,4.94303657433241,power,power_consumption,sensor,mongo
343,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:16.754Z,4.363072489161708,power,power_consumption,sensor,mongo
344,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:17.759Z,4.077785097035731,power,power_consumption,sensor,mongo
345,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:18.763Z,2.8118257416901846,power,power_consumption,sensor,mongo
346,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:19.767Z,6.404116498288748,power,power_consumption,sensor,mongo
347,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:20.771Z,2.944606430006842,power,power_consumption,sensor,mongo
348,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:21.775Z,3.203061651364296,power,power_consumption,sensor,mongo
349,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:22.779Z,3.8032164738145977,power,power_consumption,sensor,mongo
350,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:23.783Z,4.0053893776165275,power,power_consumption,sensor,mongo
351,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:24.787Z,5.233967746783737,power,power_consumption,sensor,mongo
352,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:25.791Z,4.535894134659948,power,power_consumption,sensor,mongo
353,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:26.795Z,3.8666194590915945,power,power_consumption,sensor,mongo
354,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:27.799Z,4.30695914783555,power,power_consumption,sensor,mongo
355,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:28.803Z,3.4451032780314454,power,power_consumption,sensor,mongo
356,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:29.807Z,4.496567024733641,power,power_consumption,sensor,mongo
357,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:30.811Z,3.694827469436815,power,power_consumption,sensor,mongo
358,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:31.815Z,3.047102176555937,power,power_consumption,sensor,mongo
359,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:32.819Z,3.6198520263883367,power,power_consumption,sensor,mongo
360,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:33.823Z,3.9404129052383596,power,power_consumption,sensor,mongo
361,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:34.827Z,4.277707008832721,power,power_consumption,sensor,mongo
362,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:36.834Z,4.205794407762224,power,power_consumption,sensor,mongo
363,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:37.838Z,4.430260074181178,power,power_consumption,sensor,mongo
364,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:38.843Z,22.050282262409752,power,power_consumption,sensor,mongo
365,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:39.847Z,4.580330511268418,power,power_consumption,sensor,mongo
366,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:40.851Z,3.403855384421401,power,power_consumption,sensor,mongo
367,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:41.855Z,4.089921630000404,power,power_consumption,sensor,mongo
368,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:42.859Z,3.4456973005042606,power,power_consumption,sensor,mongo
369,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:43.863Z,0.7919959154579803,power,power_consumption,sensor,mongo
370,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:44.867Z,5.080466809096912,power,power_consumption,sensor,mongo
371,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:03.071Z,0.08938275566608272,power,power_consumption,sensor,mongo
372,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:06.101Z,0.07887089294752654,power,power_consumption,sensor,mongo
373,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:07.107Z,0.07884647518396745,power,power_consumption,sensor,mongo
374,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:08.114Z,0.2718615644869359,power,power_consumption,sensor,mongo
375,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:10.134Z,0.11123912771433053,power,power_consumption,sensor,mongo
376,,,14,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:12.162Z,3.801695614655161,power,power_consumption,sensor,mongo
377,#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
378,#group,false,false,true,true,false,false,false,false,false,true
379,#default,_result,,,,,,,,,
380,,result,table,_start,_stop,_time,_value,_field,_measurement,sensor,target
381,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:37.599Z,0.169921875,power,power_consumption,sensor,rapl
382,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:38.602Z,42.24517822265625,power,power_consumption,sensor,rapl
383,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:39.605Z,40.12921142578125,power,power_consumption,sensor,rapl
384,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:40.609Z,39.0084228515625,power,power_consumption,sensor,rapl
385,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:41.612Z,38.9658203125,power,power_consumption,sensor,rapl
386,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:42.617Z,41.45391845703125,power,power_consumption,sensor,rapl
387,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:43.621Z,58.21697998046875,power,power_consumption,sensor,rapl
388,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:44.625Z,41.57440185546875,power,power_consumption,sensor,rapl
389,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:45.629Z,39.42999267578125,power,power_consumption,sensor,rapl
390,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:46.633Z,38.88702392578125,power,power_consumption,sensor,rapl
391,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:47.637Z,38.940185546875,power,power_consumption,sensor,rapl
392,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:48.641Z,38.9200439453125,power,power_consumption,sensor,rapl
393,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:49.645Z,38.83160400390625,power,power_consumption,sensor,rapl
394,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:50.649Z,38.80029296875,power,power_consumption,sensor,rapl
395,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:51.653Z,39.09857177734375,power,power_consumption,sensor,rapl
396,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:52.658Z,38.74359130859375,power,power_consumption,sensor,rapl
397,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:53.662Z,38.8282470703125,power,power_consumption,sensor,rapl
398,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:54.666Z,38.9033203125,power,power_consumption,sensor,rapl
399,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:55.67Z,38.91119384765625,power,power_consumption,sensor,rapl
400,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:56.674Z,38.928955078125,power,power_consumption,sensor,rapl
401,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:57.678Z,38.9217529296875,power,power_consumption,sensor,rapl
402,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:58.682Z,38.8458251953125,power,power_consumption,sensor,rapl
403,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:25:59.686Z,39.04217529296875,power,power_consumption,sensor,rapl
404,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:00.69Z,38.89630126953125,power,power_consumption,sensor,rapl
405,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:01.694Z,39.02850341796875,power,power_consumption,sensor,rapl
406,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:02.698Z,38.8297119140625,power,power_consumption,sensor,rapl
407,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:03.702Z,38.85797119140625,power,power_consumption,sensor,rapl
408,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:04.706Z,38.94512939453125,power,power_consumption,sensor,rapl
409,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:05.71Z,38.95794677734375,power,power_consumption,sensor,rapl
410,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:06.714Z,39.15594482421875,power,power_consumption,sensor,rapl
411,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:07.718Z,39.28033447265625,power,power_consumption,sensor,rapl
412,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:08.722Z,38.9027099609375,power,power_consumption,sensor,rapl
413,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:09.726Z,39.0538330078125,power,power_consumption,sensor,rapl
414,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:10.73Z,39.14495849609375,power,power_consumption,sensor,rapl
415,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:11.734Z,39.31500244140625,power,power_consumption,sensor,rapl
416,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:12.739Z,41.3548583984375,power,power_consumption,sensor,rapl
417,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:13.743Z,38.93670654296875,power,power_consumption,sensor,rapl
418,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:14.747Z,38.99078369140625,power,power_consumption,sensor,rapl
419,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:15.751Z,38.9530029296875,power,power_consumption,sensor,rapl
420,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:16.754Z,38.9833984375,power,power_consumption,sensor,rapl
421,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:17.759Z,38.99505615234375,power,power_consumption,sensor,rapl
422,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:18.763Z,39.03204345703125,power,power_consumption,sensor,rapl
423,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:19.767Z,39.2969970703125,power,power_consumption,sensor,rapl
424,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:20.771Z,38.85076904296875,power,power_consumption,sensor,rapl
425,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:21.775Z,38.90496826171875,power,power_consumption,sensor,rapl
426,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:22.779Z,38.9539794921875,power,power_consumption,sensor,rapl
427,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:23.783Z,38.99542236328125,power,power_consumption,sensor,rapl
428,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:24.787Z,39.14691162109375,power,power_consumption,sensor,rapl
429,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:25.791Z,38.90997314453125,power,power_consumption,sensor,rapl
430,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:26.795Z,38.9688720703125,power,power_consumption,sensor,rapl
431,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:27.799Z,38.8260498046875,power,power_consumption,sensor,rapl
432,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:28.803Z,38.9158935546875,power,power_consumption,sensor,rapl
433,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:29.807Z,39.10943603515625,power,power_consumption,sensor,rapl
434,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:30.811Z,39.00433349609375,power,power_consumption,sensor,rapl
435,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:31.815Z,39.0836181640625,power,power_consumption,sensor,rapl
436,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:32.819Z,39.14520263671875,power,power_consumption,sensor,rapl
437,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:33.823Z,38.9354248046875,power,power_consumption,sensor,rapl
438,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:34.827Z,39.045166015625,power,power_consumption,sensor,rapl
439,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:35.831Z,39.262939453125,power,power_consumption,sensor,rapl
440,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:36.834Z,39.070556640625,power,power_consumption,sensor,rapl
441,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:37.838Z,38.91058349609375,power,power_consumption,sensor,rapl
442,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:38.843Z,39.31072998046875,power,power_consumption,sensor,rapl
443,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:39.847Z,38.9925537109375,power,power_consumption,sensor,rapl
444,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:40.851Z,38.92236328125,power,power_consumption,sensor,rapl
445,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:41.855Z,39.292236328125,power,power_consumption,sensor,rapl
446,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:42.859Z,40.49346923828125,power,power_consumption,sensor,rapl
447,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:43.863Z,39.2540283203125,power,power_consumption,sensor,rapl
448,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:44.867Z,40.53656005859375,power,power_consumption,sensor,rapl
449,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:45.874Z,41.025146484375,power,power_consumption,sensor,rapl
450,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:46.886Z,85.75927734375,power,power_consumption,sensor,rapl
451,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:47.897Z,95.08990478515625,power,power_consumption,sensor,rapl
452,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:48.907Z,95.13818359375,power,power_consumption,sensor,rapl
453,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:49.917Z,95.46044921875,power,power_consumption,sensor,rapl
454,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:50.928Z,96.04241943359375,power,power_consumption,sensor,rapl
455,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:51.938Z,95.40081787109375,power,power_consumption,sensor,rapl
456,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:52.949Z,95.261962890625,power,power_consumption,sensor,rapl
457,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:53.961Z,95.77093505859375,power,power_consumption,sensor,rapl
458,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:54.973Z,97.46636962890625,power,power_consumption,sensor,rapl
459,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:55.989Z,97.53564453125,power,power_consumption,sensor,rapl
460,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:57.005Z,68.2147216796875,power,power_consumption,sensor,rapl
461,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:58.013Z,43.39892578125,power,power_consumption,sensor,rapl
462,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:26:59.027Z,51.8948974609375,power,power_consumption,sensor,rapl
463,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:00.036Z,48.6044921875,power,power_consumption,sensor,rapl
464,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:01.047Z,52.7357177734375,power,power_consumption,sensor,rapl
465,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:02.057Z,49.18487548828125,power,power_consumption,sensor,rapl
466,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:03.071Z,50.45135498046875,power,power_consumption,sensor,rapl
467,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:04.084Z,48.4163818359375,power,power_consumption,sensor,rapl
468,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:05.095Z,48.0748291015625,power,power_consumption,sensor,rapl
469,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:06.101Z,48.04486083984375,power,power_consumption,sensor,rapl
470,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:07.107Z,48.0068359375,power,power_consumption,sensor,rapl
471,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:08.114Z,48.19476318359375,power,power_consumption,sensor,rapl
472,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:09.123Z,48.37451171875,power,power_consumption,sensor,rapl
473,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:10.134Z,48.36358642578125,power,power_consumption,sensor,rapl
474,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:11.148Z,50.04913330078125,power,power_consumption,sensor,rapl
475,,,15,2023-02-05T09:35:26.783256083Z,2023-02-06T09:35:26.783256083Z,2023-02-06T09:27:12.162Z,50.1859130859375,power,power_consumption,sensor,rapl
